Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Lead_Time_Days,GSCPI,gust_kph,precip_mm
SC-10229,2024-08-13,Shanghai,Rotterdam,Air,Perishables,9651.51,299.31,1.03,0.21,16.075,0.03125
SC-10230,2024-01-08,Rotterdam,Busan,Sea,Automotive,12024.76,332.7,17.37,-0.34,6.4125,0.08125
SC-10231,2024-03-13,Singapore,Rotterdam,Road,Pharmaceuticals,7788.24,210.25,5.96,-0.36,16.075,0.03125
SC-10232,2025-12-25,Busan,Rotterdam,Rail,Electronics,8865.11,350.85,13.98,0.56,16.075,0.03125
SC-10233,2025-10-08,Dubai,Los Angeles,Air,Pharmaceuticals,7641.51,205.96,1.11,-0.08,11.125,0.0
SC-10234,2024-03-01,Singapore,Busan,Air,Textiles,3331.02,252.81,1.13,-0.36,6.4125,0.08125
SC-10235,2024-08-22,Shanghai,Rotterdam,Air,Pharmaceuticals,10975.56,4.67,0.5,0.21,16.075,0.03125
SC-10236,2024-03-10,Shanghai,Hamburg,Air,Automotive,4571.2,346.17,0.54,-0.36,14.15,0.2625
SC-10237,2024-02-02,Singapore,Marseille,Sea,Electronics,852.58,331.01,2.2,-0.19,13.7,0.11875
SC-10238,2024-12-04,Rotterdam,Hamburg,Rail,Perishables,9859.35,20.16,24.71,-0.26,14.15,0.2625
SC-10239,2024-03-13,Hamburg,Rotterdam,Air,Electronics,3068.1,184.76,0.89,-0.36,16.075,0.03125
SC-10240,2025-06-10,Shanghai,Rotterdam,Rail,Pharmaceuticals,14136.65,489.54,14.43,0.08,16.075,0.03125
SC-10241,2024-08-31,Los Angeles,Antwerp,Sea,Automotive,14331.96,210.95,25.6,0.21,15.88125,0.1625
SC-10242,2024-10-12,Hamburg,Los Angeles,Sea,Automotive,13765.53,251.47,36.08,-0.35,11.125,0.0
SC-10243,2025-11-16,Antwerp,Shanghai,Road,Automotive,5867.3,455.06,4.54,-0.15,6.4,0.1875
SC-10244,2025-05-12,Antwerp,Rotterdam,Air,Pharmaceuticals,724.12,358.91,0.5,0.28,16.075,0.03125
SC-10245,2024-08-07,Busan,Shanghai,Air,Electronics,13960.62,291.45,7.54,0.21,6.4,0.1875
SC-10246,2025-07-06,Antwerp,Marseille,Sea,Pharmaceuticals,6708.67,399.1,104.57,0.02,13.7,0.11875
SC-10247,2024-05-15,Antwerp,Los Angeles,Road,Textiles,14516.49,432.32,9.89,-0.59,11.125,0.0
SC-10248,2025-08-07,Dubai,Busan,Air,Electronics,14472.49,228.99,0.71,-0.08,6.4125,0.08125
SC-10249,2025-08-13,Singapore,Antwerp,Air,Electronics,12868.64,238.08,1.01,-0.08,15.88125,0.1625
SC-10250,2025-04-29,Antwerp,Shanghai,Air,Pharmaceuticals,4769.51,193.64,1.24,-0.25,6.4,0.1875
SC-10251,2024-09-05,Shanghai,Rotterdam,Rail,Perishables,6083.92,483.39,6.53,0.1,16.075,0.03125
SC-10252,2025-04-29,Singapore,Marseille,Rail,Pharmaceuticals,12841.48,348.89,10.67,-0.25,13.7,0.11875
SC-10253,2025-02-20,Shanghai,Marseille,Road,Pharmaceuticals,5095.37,42.53,4.86,0.0,13.7,0.11875
SC-10254,2024-07-13,Singapore,Antwerp,Air,Electronics,2957.64,431.62,1.5,-0.05,15.88125,0.1625
SC-10255,2024-04-06,Shanghai,Antwerp,Road,Electronics,8573.62,240.8,59.8,-0.96,15.88125,0.1625
SC-10256,2024-04-09,Dubai,Singapore,Air,Perishables,14074.24,35.31,1.76,-0.96,13.7,0.0
SC-10257,2025-11-05,Shanghai,Marseille,Sea,Pharmaceuticals,10592.43,275.31,24.18,-0.15,13.7,0.11875
SC-10258,2025-03-17,Hamburg,Singapore,Air,Pharmaceuticals,8765.89,209.16,0.5,-0.19,13.7,0.0
SC-10259,2024-12-28,Hamburg,Singapore,Air,Perishables,1909.06,439.0,0.5,-0.26,13.7,0.0
SC-10260,2025-03-09,Shanghai,Rotterdam,Sea,Perishables,9417.6,102.79,139.45,-0.19,16.075,0.03125
SC-10261,2025-02-24,Hamburg,Los Angeles,Sea,Pharmaceuticals,14855.78,413.41,28.93,0.0,11.125,0.0
SC-10262,2025-04-23,Busan,Shanghai,Road,Perishables,2531.22,279.29,1.96,-0.25,6.4,0.1875
SC-10263,2024-02-25,Antwerp,Hamburg,Air,Automotive,8015.78,28.25,3.64,-0.19,14.15,0.2625
SC-10264,2025-11-20,Antwerp,Rotterdam,Sea,Textiles,13221.91,485.95,193.11,-0.15,16.075,0.03125
SC-10265,2025-10-31,Singapore,Marseille,Rail,Textiles,11241.14,256.8,7.66,-0.08,13.7,0.11875
SC-10266,2025-10-23,Busan,Singapore,Road,Pharmaceuticals,10606.73,146.15,9.14,-0.08,13.7,0.0
SC-10267,2024-04-10,Rotterdam,Shanghai,Road,Textiles,10686.02,235.23,25.24,-0.96,6.4,0.1875
SC-10268,2024-03-03,Los Angeles,Dubai,Road,Automotive,5712.62,429.07,4.5,-0.36,22.25625,0.0
SC-10269,2025-02-16,Rotterdam,Shanghai,Road,Textiles,4757.08,153.15,2.61,0.0,6.4,0.1875
SC-10270,2024-12-13,Antwerp,Los Angeles,Road,Automotive,12235.74,97.15,7.3,-0.26,11.125,0.0
SC-10271,2024-04-21,Hamburg,Rotterdam,Rail,Automotive,12246.64,65.41,32.91,-0.96,16.075,0.03125
SC-10272,2024-09-11,Rotterdam,Busan,Road,Textiles,13072.55,149.63,73.88,0.1,6.4125,0.08125
SC-10273,2024-07-15,Hamburg,Busan,Rail,Automotive,13741.99,390.24,39.87,-0.05,6.4125,0.08125
SC-10274,2024-07-13,Dubai,Rotterdam,Road,Pharmaceuticals,7914.46,236.34,17.11,-0.05,16.075,0.03125
SC-10275,2025-07-03,Singapore,Hamburg,Air,Pharmaceuticals,7771.99,114.51,4.1,0.02,14.15,0.2625
SC-10276,2025-04-04,Rotterdam,Dubai,Road,Textiles,12075.28,83.93,26.6,-0.25,22.25625,0.0
SC-10277,2024-05-23,Shanghai,Busan,Air,Automotive,9924.48,167.03,0.66,-0.59,6.4125,0.08125
SC-10278,2025-03-08,Singapore,Rotterdam,Sea,Pharmaceuticals,10678.52,470.02,18.01,-0.19,16.075,0.03125
SC-10279,2024-07-06,Singapore,Los Angeles,Air,Automotive,12038.99,172.17,0.92,-0.05,11.125,0.0
SC-10280,2024-10-12,Antwerp,Singapore,Sea,Pharmaceuticals,13405.08,494.07,81.56,-0.35,13.7,0.0
SC-10281,2025-04-18,Shanghai,Hamburg,Rail,Automotive,5400.93,243.13,5.91,-0.25,14.15,0.2625
SC-10282,2024-09-12,Hamburg,Shanghai,Rail,Electronics,5945.95,90.4,5.5,0.1,6.4,0.1875
SC-10283,2024-03-18,Los Angeles,Singapore,Sea,Perishables,1862.74,445.68,5.08,-0.36,13.7,0.0
SC-10284,2025-03-29,Dubai,Singapore,Road,Electronics,8885.06,230.72,6.34,-0.19,13.7,0.0
SC-10285,2025-07-17,Los Angeles,Shanghai,Road,Textiles,1021.16,355.13,0.73,0.02,6.4,0.1875
SC-10286,2024-04-10,Antwerp,Hamburg,Road,Automotive,7251.17,491.87,46.91,-0.96,14.15,0.2625
SC-10287,2024-02-21,Rotterdam,Shanghai,Rail,Perishables,8368.35,26.04,8.56,-0.19,6.4,0.1875
SC-10288,2025-10-29,Rotterdam,Antwerp,Rail,Automotive,4654.85,49.25,7.07,-0.08,15.88125,0.1625
SC-10289,2025-07-07,Rotterdam,Marseille,Sea,Textiles,9067.08,360.51,151.27,0.02,13.7,0.11875
SC-10290,2024-01-16,Los Angeles,Singapore,Rail,Electronics,942.25,141.63,0.5,-0.34,13.7,0.0
SC-10291,2024-04-05,Hamburg,Los Angeles,Road,Perishables,1041.55,92.97,1.09,-0.96,11.125,0.0
SC-10292,2024-08-30,Los Angeles,Singapore,Air,Electronics,12427.71,20.64,7.05,0.21,13.7,0.0
SC-10293,2024-06-19,Shanghai,Los Angeles,Sea,Electronics,5722.76,11.9,15.58,-0.35,11.125,0.0
SC-10294,2025-02-20,Rotterdam,Antwerp,Air,Automotive,2342.38,387.47,0.5,0.0,15.88125,0.1625
SC-10295,2025-05-12,Singapore,Antwerp,Road,Electronics,8072.53,68.08,6.35,0.28,15.88125,0.1625
SC-10296,2025-05-07,Busan,Rotterdam,Air,Textiles,11664.91,234.39,3.66,0.28,16.075,0.03125
SC-10297,2024-08-06,Shanghai,Dubai,Road,Electronics,3629.4,303.34,3.39,0.21,22.25625,0.0
SC-10298,2025-02-14,Hamburg,Marseille,Air,Automotive,9531.91,214.75,1.27,0.0,13.7,0.11875
SC-10299,2024-03-01,Shanghai,Los Angeles,Rail,Automotive,1737.54,14.53,1.21,-0.36,11.125,0.0
SC-10300,2024-06-17,Hamburg,Antwerp,Road,Textiles,1249.38,391.97,2.11,-0.35,15.88125,0.1625
SC-10301,2025-01-23,Shanghai,Marseille,Air,Electronics,8204.64,6.25,0.98,-0.18,13.7,0.11875
SC-10302,2024-01-03,Los Angeles,Busan,Air,Automotive,8339.21,381.18,1.06,-0.34,6.4125,0.08125
SC-10303,2025-02-03,Busan,Rotterdam,Sea,Perishables,9742.73,446.76,19.53,0.0,16.075,0.03125
SC-10304,2024-09-28,Dubai,Shanghai,Air,Perishables,11028.32,216.99,1.45,0.1,6.4,0.1875
SC-10305,2025-04-10,Dubai,Los Angeles,Road,Automotive,14649.86,268.24,72.6,-0.25,11.125,0.0
SC-10306,2024-10-19,Rotterdam,Shanghai,Rail,Automotive,7986.36,239.01,22.52,-0.35,6.4,0.1875
SC-10307,2025-03-09,Los Angeles,Hamburg,Road,Perishables,5182.87,195.22,3.71,-0.19,14.15,0.2625
SC-10308,2025-12-14,Shanghai,Dubai,Road,Pharmaceuticals,12030.2,443.82,12.42,0.56,22.25625,0.0
SC-10309,2025-07-23,Hamburg,Shanghai,Road,Automotive,4427.07,447.07,8.31,0.02,6.4,0.1875
SC-10310,2025-11-08,Shanghai,Dubai,Road,Pharmaceuticals,6865.09,168.57,8.71,-0.15,22.25625,0.0
SC-10311,2025-05-13,Los Angeles,Shanghai,Rail,Automotive,1637.62,307.92,1.82,0.28,6.4,0.1875
SC-10312,2024-06-07,Dubai,Marseille,Air,Pharmaceuticals,867.59,463.53,0.5,-0.35,13.7,0.11875
SC-10313,2024-07-13,Busan,Shanghai,Road,Automotive,14458.4,481.07,68.95,-0.05,6.4,0.1875
SC-10314,2024-10-30,Busan,Singapore,Air,Perishables,12621.71,254.97,4.71,-0.35,13.7,0.0
SC-10315,2024-08-10,Dubai,Rotterdam,Road,Textiles,10591.63,226.96,9.73,0.21,16.075,0.03125
SC-10316,2024-02-29,Hamburg,Rotterdam,Sea,Automotive,6429.82,140.07,26.97,-0.19,16.075,0.03125
SC-10317,2025-08-16,Rotterdam,Antwerp,Air,Electronics,3012.77,479.48,1.26,-0.08,15.88125,0.1625
SC-10318,2025-07-09,Dubai,Marseille,Air,Perishables,2768.34,72.26,0.6,0.02,13.7,0.11875
SC-10319,2024-03-03,Dubai,Rotterdam,Sea,Electronics,4128.52,290.33,9.12,-0.36,16.075,0.03125
SC-10320,2024-11-17,Antwerp,Marseille,Rail,Automotive,8463.79,141.99,65.13,-0.28,13.7,0.11875
SC-10321,2024-02-28,Rotterdam,Marseille,Rail,Textiles,10861.64,140.23,15.01,-0.19,13.7,0.11875
SC-10322,2024-02-21,Singapore,Hamburg,Sea,Automotive,10072.86,203.08,43.29,-0.19,14.15,0.2625
SC-10323,2025-08-21,Dubai,Hamburg,Rail,Textiles,4559.04,499.4,13.7,-0.08,14.15,0.2625
SC-10324,2025-05-03,Los Angeles,Dubai,Road,Perishables,14345.55,28.43,10.74,0.28,22.25625,0.0
SC-10325,2025-05-29,Los Angeles,Shanghai,Road,Pharmaceuticals,11199.51,289.69,12.01,0.28,6.4,0.1875
SC-10326,2025-06-27,Antwerp,Hamburg,Road,Automotive,8538.13,42.2,6.24,0.08,14.15,0.2625
SC-10327,2024-06-10,Hamburg,Busan,Sea,Automotive,9369.95,78.11,113.8,-0.35,6.4125,0.08125
SC-10328,2024-02-28,Dubai,Marseille,Rail,Textiles,6584.2,220.34,9.27,-0.19,13.7,0.11875
SC-10329,2025-06-04,Rotterdam,Hamburg,Rail,Pharmaceuticals,4092.1,255.72,5.41,0.08,14.15,0.2625
SC-10330,2024-03-23,Dubai,Shanghai,Road,Electronics,5661.6,130.14,5.28,-0.36,6.4,0.1875
SC-10331,2024-07-09,Busan,Singapore,Sea,Automotive,11488.77,158.91,187.31,-0.05,13.7,0.0
SC-10332,2024-03-11,Busan,Rotterdam,Road,Pharmaceuticals,708.71,44.4,1.17,-0.36,16.075,0.03125
SC-10333,2025-09-01,Busan,Rotterdam,Sea,Perishables,2183.05,152.31,6.83,-0.02,16.075,0.03125
SC-10334,2024-03-10,Dubai,Marseille,Rail,Textiles,1167.04,483.31,2.47,-0.36,13.7,0.11875
SC-10335,2025-11-22,Hamburg,Rotterdam,Rail,Textiles,1090.57,472.41,2.77,-0.15,16.075,0.03125
SC-10336,2024-08-28,Busan,Antwerp,Air,Electronics,12904.18,168.1,0.98,0.21,15.88125,0.1625
SC-10337,2025-02-17,Shanghai,Busan,Rail,Pharmaceuticals,10703.04,285.86,9.89,0.0,6.4125,0.08125
SC-10338,2024-05-02,Rotterdam,Busan,Air,Pharmaceuticals,7375.52,454.89,3.58,-0.59,6.4125,0.08125
SC-10339,2025-08-06,Shanghai,Marseille,Sea,Electronics,1918.6,4.09,3.36,-0.08,13.7,0.11875
SC-10340,2024-09-09,Hamburg,Shanghai,Sea,Textiles,7628.43,405.53,16.55,0.1,6.4,0.1875
SC-10341,2025-08-15,Rotterdam,Antwerp,Air,Pharmaceuticals,7365.34,474.24,3.91,-0.08,15.88125,0.1625
SC-10342,2025-08-31,Los Angeles,Hamburg,Rail,Perishables,3011.43,46.57,2.74,-0.08,14.15,0.2625
SC-10343,2024-02-10,Hamburg,Rotterdam,Sea,Electronics,6790.85,81.56,9.38,-0.19,16.075,0.03125
SC-10344,2025-09-26,Shanghai,Marseille,Sea,Electronics,6278.32,480.41,18.23,-0.02,13.7,0.11875
SC-10345,2024-03-24,Shanghai,Dubai,Air,Pharmaceuticals,9429.83,269.23,2.16,-0.36,22.25625,0.0
SC-10346,2025-03-05,Singapore,Rotterdam,Rail,Pharmaceuticals,9708.86,8.08,65.2,-0.19,16.075,0.03125
SC-10347,2025-11-04,Singapore,Rotterdam,Sea,Textiles,1156.91,129.56,1.3,-0.15,16.075,0.03125
SC-10348,2025-08-20,Antwerp,Marseille,Road,Textiles,5931.88,225.52,5.72,-0.08,13.7,0.11875
SC-10349,2025-08-01,Los Angeles,Dubai,Road,Pharmaceuticals,9574.97,346.76,7.44,-0.08,22.25625,0.0
SC-10350,2025-06-19,Singapore,Dubai,Rail,Perishables,7795.48,366.85,42.23,0.08,22.25625,0.0
SC-10351,2024-11-19,Hamburg,Busan,Road,Electronics,12919.1,497.72,28.16,-0.28,6.4125,0.08125
SC-10352,2024-09-24,Busan,Antwerp,Rail,Textiles,10051.06,144.47,10.67,0.1,15.88125,0.1625
SC-10353,2024-07-28,Rotterdam,Busan,Rail,Perishables,2862.55,269.57,3.95,-0.05,6.4125,0.08125
SC-10354,2025-11-16,Dubai,Antwerp,Rail,Textiles,1523.25,267.13,1.16,-0.15,15.88125,0.1625
SC-10355,2024-11-17,Antwerp,Dubai,Rail,Textiles,9815.08,203.42,9.01,-0.28,22.25625,0.0
SC-10356,2024-09-01,Los Angeles,Rotterdam,Sea,Pharmaceuticals,884.41,85.41,5.2,0.1,16.075,0.03125
SC-10357,2024-09-28,Hamburg,Los Angeles,Sea,Textiles,8993.75,488.75,54.03,0.1,11.125,0.0
SC-10358,2025-02-09,Rotterdam,Antwerp,Road,Electronics,14133.34,426.81,9.05,0.0,15.88125,0.1625
SC-10359,2024-05-14,Busan,Antwerp,Road,Automotive,8844.38,249.67,5.92,-0.59,15.88125,0.1625
SC-10360,2025-11-18,Shanghai,Busan,Road,Pharmaceuticals,6128.46,302.02,5.6,-0.15,6.4125,0.08125
SC-10361,2025-10-22,Antwerp,Busan,Sea,Perishables,9827.68,114.4,13.28,-0.08,6.4125,0.08125
SC-10362,2024-11-03,Dubai,Los Angeles,Sea,Textiles,7144.67,272.35,32.09,-0.28,11.125,0.0
SC-10363,2025-04-13,Singapore,Antwerp,Air,Perishables,8411.44,347.79,0.99,-0.25,15.88125,0.1625
SC-10364,2024-11-19,Los Angeles,Shanghai,Road,Pharmaceuticals,14151.24,258.07,36.32,-0.28,6.4,0.1875
SC-10365,2024-03-15,Rotterdam,Antwerp,Rail,Electronics,6098.49,495.15,4.81,-0.36,15.88125,0.1625
SC-10366,2024-01-10,Rotterdam,Los Angeles,Road,Automotive,14437.26,306.06,19.06,-0.34,11.125,0.0
SC-10367,2025-04-14,Busan,Shanghai,Rail,Textiles,13627.58,186.12,91.73,-0.25,6.4,0.1875
SC-10368,2025-09-28,Rotterdam,Los Angeles,Air,Perishables,3338.97,386.3,0.5,-0.02,11.125,0.0
SC-10369,2025-07-30,Rotterdam,Dubai,Air,Pharmaceuticals,1505.74,86.06,0.5,0.02,22.25625,0.0
SC-10370,2024-04-12,Rotterdam,Singapore,Air,Automotive,1961.28,192.87,0.5,-0.96,13.7,0.0
SC-10371,2024-03-16,Busan,Los Angeles,Sea,Electronics,764.22,174.13,1.67,-0.36,11.125,0.0
SC-10372,2025-07-04,Dubai,Singapore,Road,Automotive,1869.42,216.47,1.37,0.02,13.7,0.0
SC-10373,2024-08-06,Singapore,Dubai,Rail,Pharmaceuticals,10403.6,391.11,71.01,0.21,22.25625,0.0
SC-10374,2025-06-02,Los Angeles,Busan,Road,Electronics,1532.24,242.6,3.11,0.08,6.4125,0.08125
SC-10375,2024-09-28,Busan,Rotterdam,Air,Perishables,5125.15,397.21,1.31,0.1,16.075,0.03125
SC-10376,2024-05-15,Los Angeles,Shanghai,Sea,Automotive,12750.69,288.67,75.56,-0.59,6.4,0.1875
SC-10377,2024-12-23,Shanghai,Singapore,Sea,Perishables,837.44,171.69,1.46,-0.26,13.7,0.0
SC-10378,2024-03-11,Hamburg,Dubai,Rail,Automotive,12309.79,405.18,36.66,-0.36,22.25625,0.0
SC-10379,2024-09-07,Dubai,Marseille,Sea,Pharmaceuticals,4586.89,119.91,8.75,0.1,13.7,0.11875
SC-10380,2025-01-13,Los Angeles,Rotterdam,Air,Automotive,2213.39,112.97,0.5,-0.18,16.075,0.03125
SC-10381,2024-10-18,Singapore,Hamburg,Air,Pharmaceuticals,10602.69,252.75,1.33,-0.35,14.15,0.2625
SC-10382,2024-06-10,Los Angeles,Busan,Road,Perishables,9619.67,131.16,5.55,-0.35,6.4125,0.08125
SC-10383,2025-03-24,Dubai,Rotterdam,Air,Textiles,13223.34,5.53,1.4,-0.19,16.075,0.03125
SC-10384,2025-07-10,Antwerp,Marseille,Road,Electronics,11158.53,324.5,12.39,0.02,13.7,0.11875
SC-10385,2025-12-21,Busan,Los Angeles,Air,Electronics,12150.47,256.04,2.36,0.56,11.125,0.0
SC-10386,2024-11-05,Busan,Los Angeles,Road,Textiles,4589.5,223.31,9.02,-0.28,11.125,0.0
SC-10387,2025-09-18,Singapore,Los Angeles,Rail,Textiles,3072.87,483.52,3.52,-0.02,11.125,0.0
SC-10388,2025-10-31,Singapore,Marseille,Air,Electronics,11383.91,286.03,0.87,-0.08,13.7,0.11875
SC-10389,2025-06-25,Dubai,Rotterdam,Sea,Automotive,12199.1,431.85,36.53,0.08,16.075,0.03125
SC-10390,2024-01-09,Shanghai,Marseille,Sea,Perishables,14862.32,70.59,176.04,-0.34,13.7,0.11875
SC-10391,2025-11-14,Hamburg,Rotterdam,Air,Perishables,6482.96,285.03,4.41,-0.15,16.075,0.03125
SC-10392,2025-07-21,Hamburg,Antwerp,Sea,Pharmaceuticals,5894.26,434.12,75.93,0.02,15.88125,0.1625
SC-10393,2024-11-02,Rotterdam,Singapore,Rail,Automotive,11757.99,291.97,91.43,-0.28,13.7,0.0
SC-10394,2025-11-10,Antwerp,Marseille,Road,Automotive,5441.65,359.29,13.66,-0.15,13.7,0.11875
SC-10395,2024-04-16,Antwerp,Dubai,Sea,Perishables,13995.98,186.65,188.68,-0.96,22.25625,0.0
SC-10396,2024-05-17,Dubai,Singapore,Air,Perishables,12946.98,47.13,6.29,-0.59,13.7,0.0
SC-10397,2024-09-27,Shanghai,Marseille,Road,Electronics,6720.41,229.49,17.31,0.1,13.7,0.11875
SC-10398,2024-04-28,Hamburg,Shanghai,Air,Perishables,11387.63,197.85,1.15,-0.96,6.4,0.1875
SC-10399,2024-04-19,Antwerp,Busan,Road,Perishables,11440.87,433.66,13.31,-0.96,6.4125,0.08125
SC-10400,2025-07-20,Los Angeles,Rotterdam,Sea,Perishables,1995.3,122.75,28.41,0.02,16.075,0.03125
SC-10401,2024-06-08,Antwerp,Singapore,Sea,Pharmaceuticals,13587.02,483.4,61.37,-0.35,13.7,0.0
SC-10402,2024-10-05,Dubai,Rotterdam,Road,Textiles,7826.16,479.11,53.31,-0.35,16.075,0.03125
SC-10403,2024-10-15,Dubai,Marseille,Rail,Perishables,12483.63,124.57,76.67,-0.35,13.7,0.11875
SC-10404,2025-09-11,Busan,Rotterdam,Rail,Textiles,5140.72,174.68,41.39,-0.02,16.075,0.03125
SC-10405,2024-08-03,Busan,Shanghai,Road,Electronics,13485.09,447.88,11.76,0.21,6.4,0.1875
SC-10406,2024-12-17,Singapore,Los Angeles,Rail,Automotive,6143.42,483.34,4.96,-0.26,11.125,0.0
SC-10407,2024-07-27,Rotterdam,Shanghai,Rail,Pharmaceuticals,657.15,222.28,0.88,-0.05,6.4,0.1875
SC-10408,2025-12-04,Busan,Singapore,Rail,Pharmaceuticals,13628.04,161.18,31.95,0.56,13.7,0.0
SC-10409,2025-10-11,Rotterdam,Antwerp,Air,Perishables,1823.66,263.52,0.5,-0.08,15.88125,0.1625
SC-10410,2024-09-27,Los Angeles,Rotterdam,Rail,Pharmaceuticals,5130.05,344.2,39.94,0.1,16.075,0.03125
SC-10411,2025-06-01,Shanghai,Rotterdam,Air,Textiles,14275.9,137.46,3.27,0.08,16.075,0.03125
SC-10412,2025-05-15,Hamburg,Busan,Air,Textiles,14283.8,368.5,1.34,0.28,6.4125,0.08125
SC-10413,2024-09-14,Los Angeles,Rotterdam,Sea,Textiles,8814.85,26.78,20.93,0.1,16.075,0.03125
SC-10414,2024-02-22,Rotterdam,Hamburg,Road,Automotive,9661.64,25.6,23.27,-0.19,14.15,0.2625
SC-10415,2024-04-04,Rotterdam,Busan,Road,Perishables,7002.46,193.76,8.86,-0.96,6.4125,0.08125
SC-10416,2025-10-11,Rotterdam,Antwerp,Rail,Perishables,4751.56,177.38,4.89,-0.08,15.88125,0.1625
SC-10417,2025-03-09,Dubai,Marseille,Rail,Automotive,5265.64,158.5,12.94,-0.19,13.7,0.11875
SC-10418,2024-10-10,Shanghai,Busan,Rail,Automotive,10251.52,246.02,25.71,-0.35,6.4125,0.08125
SC-10419,2024-02-15,Los Angeles,Singapore,Road,Electronics,11409.43,161.05,64.07,-0.19,13.7,0.0
SC-10420,2024-01-04,Antwerp,Hamburg,Road,Textiles,11977.9,96.94,24.61,-0.34,14.15,0.2625
SC-10421,2024-12-07,Dubai,Shanghai,Sea,Textiles,11949.46,155.43,26.1,-0.26,6.4,0.1875
SC-10422,2024-05-13,Shanghai,Rotterdam,Rail,Textiles,1822.49,487.48,1.83,-0.59,16.075,0.03125
SC-10423,2025-10-14,Busan,Singapore,Rail,Textiles,7669.09,206.15,10.72,-0.08,13.7,0.0
SC-10424,2024-09-25,Busan,Singapore,Sea,Electronics,1334.6,222.91,2.87,0.1,13.7,0.0
SC-10425,2024-06-14,Busan,Rotterdam,Air,Electronics,8468.17,288.7,0.5,-0.35,16.075,0.03125
SC-10426,2025-03-28,Los Angeles,Rotterdam,Air,Electronics,6902.19,491.69,0.81,-0.19,16.075,0.03125
SC-10427,2025-07-18,Rotterdam,Singapore,Air,Electronics,13371.71,121.56,0.5,0.02,13.7,0.0
SC-10428,2025-12-23,Antwerp,Marseille,Air,Textiles,5588.27,340.96,0.5,0.56,13.7,0.11875
SC-10429,2025-03-13,Singapore,Antwerp,Road,Textiles,2197.47,358.28,1.67,-0.19,15.88125,0.1625
SC-10430,2025-07-28,Los Angeles,Busan,Air,Textiles,2573.38,304.05,1.4,0.02,6.4125,0.08125
SC-10431,2024-01-10,Singapore,Hamburg,Sea,Automotive,11541.9,45.2,36.21,-0.34,14.15,0.2625
SC-10432,2024-04-24,Rotterdam,Hamburg,Rail,Perishables,9464.16,338.76,26.13,-0.96,14.15,0.2625
SC-10433,2024-03-18,Rotterdam,Los Angeles,Road,Pharmaceuticals,1966.28,32.98,2.3,-0.36,11.125,0.0
SC-10434,2025-12-08,Rotterdam,Antwerp,Road,Textiles,1719.55,298.48,5.56,0.56,15.88125,0.1625
SC-10435,2024-06-01,Singapore,Rotterdam,Road,Electronics,10664.05,370.05,9.83,-0.35,16.075,0.03125
SC-10436,2025-07-12,Rotterdam,Hamburg,Rail,Textiles,1555.06,106.27,2.22,0.02,14.15,0.2625
SC-10437,2024-02-06,Singapore,Shanghai,Rail,Pharmaceuticals,12416.97,420.97,13.67,-0.19,6.4,0.1875
SC-10438,2025-01-13,Rotterdam,Antwerp,Sea,Automotive,10740.51,16.15,20.64,-0.18,15.88125,0.1625
SC-10439,2025-08-19,Hamburg,Rotterdam,Air,Pharmaceuticals,1679.56,422.06,0.98,-0.08,16.075,0.03125
SC-10440,2025-07-19,Rotterdam,Los Angeles,Air,Electronics,1730.15,230.7,0.5,0.02,11.125,0.0
SC-10441,2024-05-31,Antwerp,Marseille,Road,Electronics,14806.27,109.58,28.27,-0.59,13.7,0.11875
SC-10442,2025-03-16,Singapore,Marseille,Sea,Textiles,5926.93,67.76,31.21,-0.19,13.7,0.11875
SC-10443,2024-05-10,Hamburg,Los Angeles,Rail,Textiles,5874.31,476.7,5.21,-0.59,11.125,0.0
SC-10444,2024-02-12,Shanghai,Antwerp,Sea,Perishables,12285.59,37.26,25.32,-0.19,15.88125,0.1625
SC-10445,2024-11-11,Los Angeles,Rotterdam,Road,Textiles,14235.1,100.35,10.7,-0.28,16.075,0.03125
SC-10446,2025-01-08,Busan,Shanghai,Road,Automotive,14797.02,174.56,16.06,-0.18,6.4,0.1875
SC-10447,2024-02-10,Busan,Marseille,Road,Automotive,11423.98,310.5,62.72,-0.19,13.7,0.11875
SC-10448,2025-01-01,Busan,Marseille,Air,Pharmaceuticals,5955.76,272.86,0.65,-0.18,13.7,0.11875
SC-10449,2024-08-03,Rotterdam,Dubai,Road,Automotive,1710.76,63.7,1.33,0.21,22.25625,0.0
SC-10450,2025-11-29,Los Angeles,Antwerp,Road,Perishables,11768.63,145.57,26.01,-0.15,15.88125,0.1625
SC-10451,2024-09-12,Antwerp,Marseille,Sea,Automotive,8596.86,120.14,13.07,0.1,13.7,0.11875
SC-10452,2025-11-13,Rotterdam,Marseille,Rail,Textiles,6651.22,107.56,55.56,-0.15,13.7,0.11875
SC-10453,2024-04-15,Rotterdam,Singapore,Rail,Textiles,13642.14,206.16,18.49,-0.96,13.7,0.0
SC-10454,2024-12-28,Hamburg,Dubai,Sea,Automotive,2112.36,352.31,2.64,-0.26,22.25625,0.0
SC-10455,2025-07-27,Rotterdam,Antwerp,Rail,Textiles,7643.06,109.51,5.99,0.02,15.88125,0.1625
SC-10456,2025-02-20,Dubai,Los Angeles,Air,Textiles,664.63,183.97,0.5,0.0,11.125,0.0
SC-10457,2025-09-27,Busan,Hamburg,Road,Perishables,7295.58,196.07,5.55,-0.02,14.15,0.2625
